path,domain,entrypoints,authz,side_effects,external_dependencies,success_evidence,failure_evidence,test_files,status,owner,notes
server/routes/accessibility.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
server/services/epp/types.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/errorKnowledgeBase.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/evolutionRegistry.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/externalServices.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/featureEventBuffer.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/geoDbRefresh.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/geoDns.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/helpCenterService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/hns/HnsAuction.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/hns/HnsClient.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/hns/index.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/hybridStorageService.ts,storage,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/hyperLearningEngine.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/idempotencyService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/identifierService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/imageProcessor.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/imageToVideoService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/industryMonitorService.ts,operations,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/instantPayoutService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/invoiceService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/jwtAuthService.ts,auth,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/knowledgeBaseService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/kycService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/labelCopyLinter.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/labelgrid-service.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/labelGridService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/loggingService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/marketplaceService.ts,marketplace,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/maxAssistantService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/maxcoreClient.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/maxcoreConnector.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/maxcoreDiffusionSceneService.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/maxcoreLocalEngine.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/maxcoreLocalSupervisor.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/maxcoreScoreCalibrator.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/maxcoreSync.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/maxcore.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/mediaAnalyzerService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/melodyPatternService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/metricsService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/microtonalService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/midiGeneratorService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/midiTransformService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/mlModelRegistry.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/mobilePushService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/modelWeightStorage.ts,storage,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/monitoringService.ts,operations,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/multimodalGenerationService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/musicCareerAnalyticsService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/musicCodes.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/musicGenerationService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/musicIndustryContextFilter.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/musicVideoStudioService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/musicWorkflowAutomationService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/notificationDispatcher.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/notificationService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/offlineModeService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/onboardingService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/organicCompoundingService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/paymentBypassService.ts,billing,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/payoutService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pdimMediaStorageService.ts,storage,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pdim.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/permanentFixRegistry.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/personalizationService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/platformAlgorithmOptimizer.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/platformAutoFixer.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/playlistAttributionService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pluginHostService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/plugins/definitions.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/plugins/fullCatalog.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/plugins/genres.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/plugins/index.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/plugins/mbCatalog.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/plugins/pluginEnrichment.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pocket-dimension/fabric/compression/CompressionProfileRouter.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pocket-dimension/fabric/compression/ContentDefinedChunker.ts,social,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pocket-dimension/fabric/compression/DeltaEngine.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pocket-dimension/fabric/compression/index.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pocket-dimension/fabric/compression/MediaTranscoder.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pocket-dimension/fabric/compression/SemanticArchiver.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pocket-dimension/fabric/compression/types.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pocket-dimension/fabric/compression/ZstdEngine.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pocket-dimension/fabric/control/AutoClusterManager.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pocket-dimension/fabric/control/PlacementStrategy.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pocket-dimension/fabric/control/Rebalancer.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pocket-dimension/fabric/index.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pocket-dimension/fabric/infra/ChunkIndex.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pocket-dimension/fabric/infra/NodeRegistry.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pocket-dimension/fabric/infra/ObjectIndex.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pocket-dimension/fabric/infra/PocketRegistry.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pocket-dimension/fabric/infra/VolumeRegistry.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pocket-dimension/fabric/storage/ChunkStore.ts,storage,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pocket-dimension/fabric/storage/LocalFsChunkStore.ts,storage,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pocket-dimension/fabric/storage/PocketDimensionChunkStore.ts,storage,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pocket-dimension/fabric/storage/ReplitChunkStore.ts,storage,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pocket-dimension/index.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pocket-dimension/platform-capsule.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/postingUtils.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/promotionalToolsService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pushNotificationTypes.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pythonAIService.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/pythonPath.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/queueBackpressure.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/queueService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/rbacService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/recoupmentService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/recursiveResolver.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/reEngagementService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/registrar/EppRegistrarProvider.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/registrar/index.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/registrar/InternalRegistrarProvider.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/registrar/MaxBoosterRegistrarProvider.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/registrar/types.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/releaseCountdownService.ts,distribution,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/releaseScheduler.ts,distribution,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/releaseWorkflowService.ts,distribution,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/releaseWorkflow.ts,distribution,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/requestContext.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/revenueForecaster.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/revenueForecastService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/royaltiesCSVImportService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/royaltiesTaxComplianceService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/royaltyDispute.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/royaltyEngine.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/royaltyExports.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/royaltySplitsDispatcher.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/safeUrlFetch.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/securityMonitoringService.ts,operations,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/securityService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/selfHealingSecurityEngine.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/sessionTrackingService.ts,auth,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/sharpImageService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/silentDeploymentService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/smartDefaultsEngine.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/smartDefaultsService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/socialAmplificationService.ts,social,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/socialChatbotService.ts,social,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/socialFanbaseService.ts,social,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/socialListeningService.ts,social,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/socialOAuthService.ts,social,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/socialQueueService.ts,social,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/socialService.ts,social,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/socialStrategyAIService.ts,social,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/socialSyncService.ts,social,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/ssoService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/statusPageService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/stemExportService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/storageService.ts,storage,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/storefrontDnsService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/storefrontService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/stripeService.ts,billing,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/stripeSetup.ts,billing,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/structuredLogger.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/studioConversionService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/studioService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/supportAIService.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/supportTicketService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/suspiciousPayoutDetector.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/systemIntelligence.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/taxFormService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/timeStretchService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/timingOptimizer.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/unifiedAIController.ts,ai,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/unifiedContentOrchestrator.ts,social,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/userPocketDimensionService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/userPreferencesService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/veoMusicService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/videoGeneratorService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/viralScoring.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/voiceSynthesisService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/vstPluginBridge.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/waveformCacheService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/webhookReliabilityService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/webPushService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/weeklyInsightsService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/workspaceService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
server/services/yjsService.ts,backend,,,,,,,,UNREVIEWED,,backend service; Requires feature-level evidence review.
client/src/pages/About.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/admin/AuditLog.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/AdminAutonomy.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/admin/ContentSampler.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/AdminDashboard.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/admin/KYCReview.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/admin/SecurityDashboard.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/admin/SupportDashboard.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/admin/SupportTicketDetail.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/admin/TrainingDashboard.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Admin.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Advertisement.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/analytics/AIDashboard.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/analytics/ARDiscoveryPanel.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/analytics/AudienceInsights.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/analytics/CrossPlatformComparison.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/analytics/ExportAnalytics.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/analytics/GlobalRankingDashboard.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/analytics/HistoricalAnalyticsView.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/analytics/NaturalLanguageQuery.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/analytics/PlaylistJourneysVisualization.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/analytics/PlaylistTracking.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/analytics/RevenueAnalytics.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/analytics/StreamingAnalytics.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Analytics.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/API.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/ARIntelligence.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Assistant.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/BlogPost.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Blog.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/CareerCoach.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Collaborations.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Contracts.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Dashboard.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/DesktopApp.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/DeveloperApi.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Distribution.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/DMCA.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Documentation.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/FanHub.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/FanMemberships.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Features.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/ForgotPassword.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/HandleLink.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Help.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Invoices.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Landing.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Login.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Marketplace.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/MerchStore.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/MusicWorkflowAutomations.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/not-found.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/NotificationDetail.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Notifications.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Onboarding.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/OutreachCRM.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/PlaylistPitching.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/PressKit.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Pricing.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Privacy.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/ProducerProfilePage.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Projects.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/PublicPressKit.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Publishing.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/RegisterPayment.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/RegisterSuccess.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Register.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/ReleaseCountdown.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/ResetPassword.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Royalties.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/SecurityPage.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Settings.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/ShowPage.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Shows.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
